10051	2061100801	LICEUL TEORETIC "TRAIAN LALESCU" HUNEDOARA	LICEUL TEORETIC "T. LALESCU" HUNEDOARA	HUNEDOARA	MUNICIPIUL HUNEDOARA	HUNEDOARA	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10052	3561106498	LICEUL TEORETIC "TRAIAN VUIA" FĂGET	LIC.TEOR. ’TRAIAN VUIA’ FAGET	FĂGET	ORAŞ FĂGET	TIMIŞ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10053	1161103782	LICEUL TEORETIC „TRAIAN VUIA“ REŞIŢA	LIC TEORETIC „TRAIAN VUIA“ REŞIŢA	REŞIŢA	MUNICIPIUL REŞIŢA	CARAŞ-SEVERIN	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10054	1661104599	LICEUL TEORETIC "TUDOR ARGHEZI" CRAIOVA	LICEUL TUDOR ARGHEZI CRAIOVA	CRAIOVA	MUNICIPIUL CRAIOVA	DOLJ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10055	5261101271	LICEUL TEORETIC ”TUDOR VIANU” GIURGIU	LIC.TEORETIC "TUDOR VIANU"	GIURGIU	MUNICIPIUL GIURGIU	GIURGIU	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10056	4061103179	Liceul Teoretic "Tudor Vladimirescu"	Lic. Teor. "Tudor Vladimirescu"	BUCUREŞTI SECTORUL 6	MUNICIPIUL BUCUREŞTI	MUNICIPIUL BUCUREŞTI	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10057	2861100567	LICEUL TEORETIC "TUDOR VLADIMIRESCU" DRĂGĂNEȘTI-OLT	LIC.T."T.VLADIMIRESCU"DRAGANESTI	DRĂGĂNEŞTI-OLT	ORAŞ DRĂGĂNEŞTI-OLT	OLT	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10058	2261204723	LICEUL TEORETIC „VARLAAM MITROPOLITUL”, IAȘI	LIC VARLAAM IASI	IAŞI	MUNICIPIUL IAŞI	IAŞI	Cu personalitate juridică	Unitate de învățământ	Privată
10059	2761101773	LICEUL TEORETIC "VASILE ALECSANDRI", COMUNA SĂBĂOANI	L TEORETIC "VASILE ALECSANDRI", SĂBĂOANI	SĂBĂOANI	SĂBĂOANI	NEAMŢ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10060	2261105242	LICEUL TEORETIC "VASILE ALECSANDRI", IAŞI	LIC "V.ALECSANDRI" IASI	IAŞI	MUNICIPIUL IAŞI	IAŞI	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10061	1261102816	LICEUL TEORETIC "VICTOR BABEȘ" CLUJ-NAPOCA	LICEUL TEORETIC "VICTOR BABEȘ" CLUJ-NAPOCA	CLUJ-NAPOCA	MUNICIPIUL CLUJ-NAPOCA	CLUJ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10062	4061206343	Liceul Teoretic "Victoria"	Liceul "Victoria"	BUCUREŞTI SECTORUL 2	MUNICIPIUL BUCUREŞTI	MUNICIPIUL BUCUREŞTI	Cu personalitate juridică	Unitate de învățământ	Privată
10063	3461100833	LICEUL TEORETIC VIDELE	LTE VIDELE	VIDELE	ORAŞ VIDELE	TELEORMAN	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10064	3861105298	LICEUL TEORETIC VIRGIL IERUNCA, COM. LADESTI	LIC TEO LADESTI	LĂDEŞTI	LĂDEŞTI	VÂLCEA	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10065	3561101014	LICEUL TEORETIC "VLAD ȚEPEȘ" TIMIȘOARA	LIC.TEOR. V.TEPES TIMISOARA	TIMIŞOARA	MUNICIPIUL TIMIŞOARA	TIMIŞ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10066	4061101037	Liceul Teoretic Waldorf	Lic.Teor. Waldorf	BUCUREŞTI SECTORUL 2	MUNICIPIUL BUCUREŞTI	MUNICIPIUL BUCUREŞTI	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10067	2261104675	LICEUL TEORETIC WALDORF, IAŞI	LIC WALDORF IASI	IAŞI	MUNICIPIUL IAŞI	IAŞI	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10068	3561106462	LICEUL TEORETIC "WILLIAM SHAKESPEARE" TIMIȘOARA	LIC.TEOR.’W.SHAKESPEARE’ TIMISOARA	TIMIŞOARA	MUNICIPIUL TIMIŞOARA	TIMIŞ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10069	0861101641	Liceul Teoretic 'Zajzoni Rab Istvan' Săcele	Liceul Teoretic 'Zajzoni Rab Istvan' Săcele	SĂCELE	MUNICIPIUL SĂCELE	BRAŞOV	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10070	3461100186	LICEUL TEORETIC ZIMNICEA	LTE ZIMNICEA	ZIMNICEA	ORAŞ ZIMNICEA	TELEORMAN	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10071	3261101145	LICEUL "TIMOTEI CIPARIU" DUMBRĂVENI	LIC "T.CIPARIU" DUMBRĂVENI	DUMBRĂVENI	ORAŞ DUMBRĂVENI	SIBIU	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10072	1661104866	LICEUL "TRAIAN VUIA" CRAIOVA	LICEUL TRAIAN VUIA CRAIOVA	CRAIOVA	MUNICIPIUL CRAIOVA	DOLJ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10073	5261101113	LICEUL ”UDRIȘTE NĂSTUREL” HOTARELE	LIC."UDRIȘTE NĂSTUREL" HOTARELE	HOTARELE	HOTARELE	GIURGIU	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10074	1261102282	LICEUL UNITARIAN "JANOS ZSIGMOND" CLUJ-NAPOCA	LICEUL UNITARIAN "JANOS ZSIGMOND" CLUJ-NAPOCA	CLUJ-NAPOCA	MUNICIPIUL CLUJ-NAPOCA	CLUJ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10075	2761102765	LICEUL "VASILE CONTA", ORAȘ TÂRGU NEAMȚ	LTVC, TÂRGU NEAMȚ	TÂRGU NEAMŢ	ORAŞ TÂRGU NEAMŢ	NEAMŢ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10076	2661105236	LICEUL VOCAȚIONAL DE ARTĂ TÎRGU MUREȘ	LIC. VOC. DE ARTĂ TG. MUREȘ	TÎRGU MUREŞ	MUNICIPIUL TÎRGU MUREŞ	MUREŞ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10077	0861100034	Liceul Vocațional de Arte Plastice 'Hans Mattis-Teutsch' Brașov	Liceul de Arte Plastice Brașov	BRAŞOV	MUNICIPIUL BRAŞOV	BRAŞOV	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10078	0861101763	Liceul Vocațional de Muzică 'Tudor Ciortea' Brașov	Liceul de Muzică Brașov	BRAŞOV	MUNICIPIUL BRAŞOV	BRAŞOV	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10079	0561100129	LICEUL VOCAȚIONAL PEDAGOGIC "NICOLAE BOLCAȘ" BEIUȘ	LICEUL VOCAȚIONAL PEDAGOGIC "NICOLAE BOLCAȘ" BEIUȘ	BEIUŞ	MUNICIPIUL BEIUŞ	BIHOR	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10080	2661105123	LICEUL VOCAȚIONAL REFORMAT TÎRGU MUREȘ	LIC. VOC. REFORMAT TG. MUREŞ	TÎRGU MUREŞ	MUNICIPIUL TÎRGU MUREŞ	MUREŞ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10081	1561101792	LICEUL ”VOIEVODUL MIRCEA” TÂRGOVIȘTE	LICEUL ”VOIEVODUL MIRCEA” TÂRGOVIȘTE	TÂRGOVIŞTE	MUNICIPIUL TÂRGOVIŞTE	DÂMBOVIŢA	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10082	1661106253	LICEUL "VOLTAIRE" CRAIOVA	LICEUL VOLTAIRE	CRAIOVA	MUNICIPIUL CRAIOVA	DOLJ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10083	1261102594	LICEUL WALDORF CLUJ-NAPOCA	LICEUL WALDORF CLUJ-NAPOCA	CLUJ-NAPOCA	MUNICIPIUL CLUJ-NAPOCA	CLUJ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10084	3561101005	LICEUL WALDORF TIMIȘOARA	LIC. WALDORF TIMISOARA	TIMIŞOARA	MUNICIPIUL TIMIŞOARA	TIMIŞ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10085	0761104926	LICEUL"STEFAN D. LUCHIAN’’ STEFANESTI	LICEUL"STEFAN D. LUCHIAN’’ STEFANESTI	ŞTEFĂNEŞTI	ORAŞ ŞTEFĂNEŞTI	BOTOŞANI	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10086	4011107606	Ministerul Educației și Cercetării	MEC	BUCUREŞTI SECTORUL 1	MUNICIPIUL BUCUREŞTI	MUNICIPIUL BUCUREŞTI	Cu personalitate juridică	Ministerul Educației Naționale	Publică de interes naţional şi local
10087	2871100346	PALATUL COPIILOR "ADRIAN BĂRAN" SLATINA	PALATUL COPIILOR "A.BARAN" SLATINA	SLATINA	MUNICIPIUL SLATINA	OLT	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10088	0171103134	PALATUL COPIILOR ALBA IULIA	PALATUL COPIILOR ALBA IULIA	ALBA IULIA	MUNICIPIUL ALBA IULIA	ALBA	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10089	3471100458	PALATUL COPIILOR ALEXANDRIA	PCO ALEXANDRIA	ALEXANDRIA	MUNICIPIUL ALEXANDRIA	TELEORMAN	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10090	0271104414	PALATUL COPIILOR ARAD	PALATUL COPIILOR ARAD	ARAD	MUNICIPIUL ARAD	ARAD	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10091	0471107658	PALATUL COPIILOR BACĂU	PALATUL COPIILOR BACĂU	BACĂU	MUNICIPIUL BACĂU	BACĂU	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10092	2471100646	PALATUL COPIILOR BAIA MARE	PC BM	BAIA MARE	MUNICIPIUL BAIA MARE	MARAMUREŞ	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10093	0671100015	PALATUL COPIILOR BISTRIȚA	PALATUL COPIILOR BISTRIȚA	BISTRIŢA	MUNICIPIUL BISTRIŢA	BISTRIŢA-NĂSĂUD	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10094	0771105014	PALATUL COPIILOR BOTOSANI	PALATUL COPIILOR BOTOSANI	BOTOŞANI	MUNICIPIUL BOTOŞANI	BOTOŞANI	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10095	0871101352	Palatul Copiilor Brașov	Palatul Copiilor Brașov	BRAŞOV	MUNICIPIUL BRAŞOV	BRAŞOV	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10096	0971100033	PALATUL COPIILOR BRĂILA	PALATUL COPIILOR BRĂILA	BRĂILA	MUNICIPIUL BRĂILA	BRĂILA	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10097	1271104633	PALATUL COPIILOR CLUJ	PALATUL COPIILOR CLUJ-NAPOCA	CLUJ-NAPOCA	MUNICIPIUL CLUJ-NAPOCA	CLUJ	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10098	1371101728	PALATUL COPIILOR CONSTANŢA	PALATUL COPIILOR CȚA	CONSTANŢA	MUNICIPIUL CONSTANŢA	CONSTANŢA	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10099	1671104645	PALATUL COPIILOR CRAIOVA	PALATUL COPIILOR CRAIOVA	CRAIOVA	MUNICIPIUL CRAIOVA	DOLJ	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10100	2071100408	PALATUL COPIILOR DEVA	PALATUL COPIILOR DEVA	DEVA	MUNICIPIUL DEVA	HUNEDOARA	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10101	2571102131	PALATUL COPIILOR DROBETA TURNU SEVERIN	PALAT.COP. SEVERIN	DROBETA-TURNU SEVERIN	MUNICIPIUL DROBETA-TURNU SEVERIN	MEHEDINŢI	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10102	3971100853	PALATUL COPIILOR FOCSANI	PALATUL COPIILOR FOCSANI	FOCŞANI	MUNICIPIUL FOCŞANI	VRANCEA	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10103	5271100958	PALATUL COPIILOR GIURGIU	PALATUL COPIILOR	GIURGIU	MUNICIPIUL GIURGIU	GIURGIU	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10104	2271107077	PALATUL COPIILOR IASI	PALATUL COPIILOR IASI	IAŞI	MUNICIPIUL IAŞI	IAŞI	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10105	1971104274	PALATUL COPIILOR MIERCUREA CIUC	CLC MIERCUREA CIUC	MIERCUREA CIUC	MUNICIPIUL MIERCUREA CIUC	HARGHITA	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10106	3871105023	PALATUL COPIILOR, MUN. RM. VALCEA	PALATUL COPIILOR RM.VALCEA	RÂMNICU VÂLCEA	MUNICIPIUL RÂMNICU VÂLCEA	VÂLCEA	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10107	3771107637	PALATUL COPIILOR, MUN. VASLUI	PALAT VASLUI	VASLUI	MUNICIPIUL VASLUI	VASLUI	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10108	1071104826	PALATUL COPIILOR MUNICIPIUL BUZĂU	PALATUL COPIILOR BZ	BUZĂU	MUNICIPIUL BUZĂU	BUZĂU	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10109	2771102431	PALATUL COPIILOR, MUNICIPIUL PIATRA-NEAMȚ	PC, PIATRA NEAMȚ	PIATRA-NEAMŢ	MUNICIPIUL PIATRA-NEAMŢ	NEAMŢ	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10110	2971102283	PALATUL COPIILOR, MUNICIPIUL PLOIEȘTI	PALATUL COPIILOR PLOIESTI	PLOIEŞTI	MUNICIPIUL PLOIEŞTI	PRAHOVA	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10111	5171100064	PALATUL COPIILOR NR.1 CALARASI	PALATUL COPIILOR NR.1 CALARASI	CĂLĂRAŞI	MUNICIPIUL CĂLĂRAŞI	CĂLĂRAŞI	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10112	0571101402	PALATUL COPIILOR ORADEA	PALATUL COPIILOR ORADEA	ORADEA	MUNICIPIUL ORADEA	BIHOR	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10113	0371100182	PALATUL COPIILOR PITEȘTI	PALATUL COPIILOR PITEȘTI	PITEŞTI	MUNICIPIUL PITEŞTI	ARGEŞ	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10114	1171100124	PALATUL COPIILOR REȘIȚA	PALATUL ELEVI RESITA	REŞIŢA	MUNICIPIUL REŞIŢA	CARAŞ-SEVERIN	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10115	3071101863	PALATUL COPIILOR SATU MARE	PAC SATU MARE	SATU MARE	MUNICIPIUL SATU MARE	SATU MARE	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10116	1471100594	Palatul Copiilor Sfântu Gheorghe	PC SFÂNTU GHEORGHE	SFÂNTU GHEORGHE	MUNICIPIUL SFÂNTU GHEORGHE	COVASNA	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10117	1771101125	PALATUL COPIILOR SI ELEVILOR GALATI	PALATUL COPIILOR GL	GALAŢI	MUNICIPIUL GALAŢI	GALAŢI	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10118	2371101585	PALATUL COPIILOR SI ELEVILOR ILFOV	PALATUL COPIILOR SI ELEVILOR ILFOV	BUFTEA	ORAŞ BUFTEA	ILFOV	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10119	3271101313	PALATUL COPIILOR SIBIU	PALATUL COPIILOR	SIBIU	MUNICIPIUL SIBIU	SIBIU	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10120	2171101353	PALATUL COPIILOR SLOBOZIA	PALATUL COPIILOR SLOBOZIA	SLOBOZIA	MUNICIPIUL SLOBOZIA	IALOMIŢA	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10121	3371102882	PALATUL COPIILOR SUCEAVA	PALATUL COPIILOR SUCEAVA	SUCEAVA	MUNICIPIUL SUCEAVA	SUCEAVA	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10122	1571101458	PALATUL COPIILOR TÂRGOVIȘTE	PALATUL COPIILOR TÂRGOVIȘTE	TÂRGOVIŞTE	MUNICIPIUL TÂRGOVIŞTE	DÂMBOVIŢA	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10123	1871104606	PALATUL COPIILOR TG-JIU	PALATUL COPIILOR TG-JIU	TÂRGU JIU	MUNICIPIUL TÂRGU JIU	GORJ	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10124	3571100194	PALATUL COPIILOR TIMIȘOARA	PALAT. COPII. TIMISOARA	TIMIŞOARA	MUNICIPIUL TIMIŞOARA	TIMIŞ	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10125	2671103967	PALATUL COPIILOR TÎRGU MUREȘ	PALATUL COPIILOR TG. MUREȘ	TÎRGU MUREŞ	MUNICIPIUL TÎRGU MUREŞ	MUREŞ	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10126	3671100627	PALATUL COPIILOR TULCEA	PALATUL COPIILOR TULCEA	TULCEA	MUNICIPIUL TULCEA	TULCEA	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10127	3171100033	PALATUL COPIILOR ZALĂU	PALATUL COPIILOR ZALĂU	ZALĂU	MUNICIPIUL ZALĂU	SĂLAJ	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10128	4071104529	Palatul Naţional al Copiilor	Palatul Naţional al Copiilor	BUCUREŞTI SECTORUL 4	MUNICIPIUL BUCUREŞTI	MUNICIPIUL BUCUREŞTI	Cu personalitate juridică	Palatul copiilor	Publică de interes naţional şi local
10129	3762106052	PENITENCIARUL VASLUI	PENITENCIAR	VASLUI	MUNICIPIUL VASLUI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
10130	1261205274	ROYAL SCHOOL IN TRANSYLVANIA	ROYAL SCHOOL IN TRANSYLVANIA CLUJ-NAPOCA	CLUJ-NAPOCA	MUNICIPIUL CLUJ-NAPOCA	CLUJ	Cu personalitate juridică	Unitate de învățământ	Privată
10131	2862101776	SCOALA DE ARTA SLATINA	SCOALA DE ARTA SLATINA	SLATINA	MUNICIPIUL SLATINA	OLT	Arondată	Unitate de învățământ	Publică de interes naţional şi local
10132	0161103287	SCOALA GIMNAZIALA " IOSIF PERVAIN" CUGIR	S08 " I. PERVAIN" CUGIR	CUGIR	ORAŞ CUGIR	ALBA	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10133	5161100873	SCOALA GIMNAZIALA " NICOLAE PETRESCU" CRIVAT	SC. GIMNAZIALA " NICOLAE PETRESCU" CRIVAT	CRIVĂŢ	CRIVĂŢ	CĂLĂRAŞI	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10134	3861101335	SCOALA GIMNAZIALA ACHIM POPESCU, COM. PAUSESTI MAGLASI	SC GIM ACHIM POPESCU PAUSESTI MAGLASI	PĂUŞEŞTI-MĂGLAŞI	PĂUSEŞTI-MĂGLAŞI	VÂLCEA	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10135	3962104255	SCOALA GIMNAZIALA ADJUDU VECHI	SC. GIMN. ADJUDU VECHI	ADJUDU VECHI	MUNICIPIUL  ADJUD	VRANCEA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
10136	3961100364	SCOALA GIMNAZIALA "ADRIAN PAUNESCU" FOCSANI	SC. GIMN. "ADRIAN PAUNESCU" FOCSANI	FOCŞANI	MUNICIPIUL FOCŞANI	VRANCEA	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10137	1761200958	SCOALA GIMNAZIALA ADVENTISTA, COMUNA MATCA	SC.GIM.ADVENTISTA MATCA	MATCA	MATCA	GALAŢI	Cu personalitate juridică	Unitate de învățământ	Privată
10138	1661102032	SCOALA GIMNAZIALA AFUMATI	SCOALA GIM. AFUMATI	AFUMAŢI	AFUMAŢI	DOLJ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10139	0762100931	SCOALA GIMNAZIALA "AL. I. CUZA" VORONA	SCOALA GIMNAZIALA "AL. I. CUZA" VORONA	VORONA	VORONA	BOTOŞANI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
10140	1661105804	SCOALA GIMNAZIALA "ALECSANDRU NICOLAID" MISCHII	SCOALA GIM. MISCHII	MISCHII	MISCHII	DOLJ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10141	0762102087	SCOALA GIMNAZIALA ’’ALECU IVAN GHILEA’’ SENDRICENI	SCOALA GIMNAZIALA ’’ALECU IVAN GHILEA’’ SENDRICEN	ŞENDRICENI	ŞENDRICENI	BOTOŞANI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
10142	4061207005	Scoala Gimnaziala "ALETHEEA"	Scoala Gimnaziala "ALETHEEA"	BUCUREŞTI SECTORUL 1	MUNICIPIUL BUCUREŞTI	MUNICIPIUL BUCUREŞTI	Cu personalitate juridică	Unitate de învățământ	Privată
10143	0762100922	SCOALA GIMNAZIALA ’’ALEXANDRU CEL BUN’’ ICUSENI	SCOALA GIMNAZIALA ’’ALEXANDRU CEL BUN’’ ICUSENI	ICUŞENI	VORONA	BOTOŞANI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
10144	5161101087	SCOALA GIMNAZIALA "ALEXANDRU D. GHICA" OLTENITA	SC. GIMNAZIALA "ALEXANDRU D. GHICA" OLTENITA	OLTENIŢA	MUNICIPIUL OLTENIŢA	CĂLĂRAŞI	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10145	2461100772	SCOALA GIMNAZIALA "ALEXANDRU IOAN CUZA" BAIA MARE	SG AI CUZA BM	BAIA MARE	MUNICIPIUL BAIA MARE	MARAMUREŞ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10146	0761104686	SCOALA GIMNAZIALA "ALEXANDRU IOAN CUZA" DOROHOI	SCOALA GIMNAZIALA "ALEXANDRU IOAN CUZA" DOROHOI	DOROHOI	MUNICIPIUL DOROHOI	BOTOŞANI	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10147	2461101737	SCOALA GIMNAZIALA "ALEXANDRU IVASIUC" BAIA MARE	SG A IVASIUC BM	BAIA MARE	MUNICIPIUL BAIA MARE	MARAMUREŞ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10148	1661105623	SCOALA GIMNAZIALA "ALEXANDRU MACEDONSKI" CRAIOVA	SCOALA GIM. ALEXANDRU MACEDONSKI CRAIOVA	CRAIOVA	MUNICIPIUL CRAIOVA	DOLJ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10149	1761100517	SCOALA GIMNAZIALA "ALEXANDRU MORUZI", COMUNA PECHEA	SC.GIM."AL.MORUZI" PECHEA	PECHEA	PECHEA	GALAŢI	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10150	3961105315	SCOALA GIMNAZIALA "ALEXANDRU VLAHUTA" FOCSANI	SC. GIMN. "ALEXANDRU VLAHUTA" FOCSANI	FOCŞANI	MUNICIPIUL FOCŞANI	VRANCEA	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10151	3961105188	SCOALA GIMNAZIALA "ALEXANDRU VLAHUTA" GUGESTI	SC. GIMN. "ALEXANDRU VLAHUTA" GUGESTI	GUGEŞTI	GUGEŞTI	VRANCEA	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10152	5161103383	SCOALA GIMNAZIALA "ALEXANDRU VLAHUTA" OLTENITA	SC.GIMNAZIALA "ALEXANDRU VLAHUTA" OLTENITA	OLTENIŢA	MUNICIPIUL OLTENIŢA	CĂLĂRAŞI	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10153	1761100155	SCOALA GIMNAZIALA "ALEXEI MATEEVICI", COMUNA MOVILENI	SC.GIM."A.MATEEVICI" MOVILENI	MOVILENI	MOVILENI	GALAŢI	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10154	1861106345	SCOALA GIMNAZIALA ALIMPESTI	SC.GIM. ALIMPESTI	ALIMPEŞTI	ALIMPEŞTI	GORJ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10155	0161102829	SCOALA GIMNAZIALA ALMASU MARE	S08 ALMASU MARE	ALMAŞU MARE	ALMAŞU MARE	ALBA	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
10156	1861105507	SCOALA GIMNAZIALA "AL.STEFULESCU" TG-JIU	SC.GIM. "AL.STEFULESCU" TG-JIU	TÂRGU JIU	MUNICIPIUL TÂRGU JIU	GORJ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
